"id","x_personality"
"olur","{""orientation"": ""heterosexual"", ""sexFantasies"": [""sex in the forge"", ""having sex with a fellow warrior after a battle"", ""being dominant in a group sex scenario""], ""sexualBehavior"": [""threesomes"", ""breast play"", ""rough sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""possessive"", ""passionate""], ""preferredSexPositions"": [""missionary"", ""standing"", ""bent over""]}"
"odar","{""orientation"": ""heterosexual"", ""sexFantasies"": [""having sex in the palace kitchen"", ""being watched by a woman while he cooks""], ""sexualBehavior"": [""nipple play"", ""outdoor sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""passionate"", ""attentive"", ""hungry""], ""preferredSexPositions"": [""missionary"", ""doggie style"", ""standing""]}"
"nurelion","{""orientation"": ""heterosexual"", ""sexFantasies"": [""group sex with younger women"", ""wearing a disguise to seduce a stranger"", ""paying someone to role-play as a student"", ""nymphomaniac fantasy where he satisfies multiple women in succession"", ""group sex with his apprentice (fantasy only)"", ""a woman that rivals his intelligence, yet submits to his will""], ""sexualBehavior"": [""breast play"", ""nipple play"", ""cunnilingus""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""dominant"", ""assertive"", ""scholarly appetite for experience"", ""invigorated by immoral thoughts""], ""preferredSexPositions"": [""missionary"", ""standing up"", ""facing each other""]}"
"old_orc","{""orientation"": ""heterosexual"", ""sexFantasies"": [""Taking a strong, young woman by force"", ""Having multiple partners to prove strength"", ""Outdoor sex on a mountain""], ""sexualBehavior"": [""rough sex"", ""spanking"", ""light bdsm""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""forceful"", ""dominant"", ""raw passion"", ""assertive""], ""preferredSexPositions"": [""rough missionary"", ""orcish pile driver"", ""doggie""]}"
"movarth_piquine","{""orientation"": ""bisexual"", ""sexFantasies"": [""forcing thralls into obedience through sex"", ""decimating mortals in orgiastic vampire rituals"", ""blood-soaked threesomes with loyal vampires""], ""sexualBehavior"": [""bite play"", ""blood play"", ""cummings on skin""], ""relationshipStyle"": ""polyamorous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""domineering"", ""controlling""], ""preferredSexPositions"": [""dominant missionary"", ""vampire's bite"", ""forced bondage""]}"
"pantea_ateia","{""orientation"": ""heterosexual"", ""sexFantasies"": [""sex on stage"", ""being seduced by a younger lover"", ""masturbating with her flute""], ""sexualBehavior"": [""nipple play"", ""public sex"", ""exhibitionism""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sultry seduction"", ""sexPersonalityTraits"": [""passionate"", ""confident"", ""dominant""], ""preferredSexPositions"": [""cowgirl"", ""missionary"", ""standing""]}"
"perth","{""orientation"": ""heterosexual"", ""sexFantasies"": [""sex in a secluded mine shaft"", ""being the dominant partner""], ""sexualBehavior"": [""kissing"", ""nipple play"", ""sex in private""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""passionate"", ""intense""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""spooning""]}"
"orini_dral","{""orientation"": ""heterosexual"", ""sexFantasies"": [""threesomes with Sarthis and a woman"", ""sex in public places"", ""dominating a partner""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""rough sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""aggressive"", ""dominant"", ""possessive""], ""preferredSexPositions"": [""missionary"", ""doggie style"", ""rough sex""]}"
"orthorn","{""orientation"": ""bisexual"", ""sexFantasies"": [""being dominated by a powerful mage"", ""having sex in a magical laboratory"", ""being part of a sex ritual to summon a powerful entity""], ""sexualBehavior"": [""nipple play"", ""cum licking"", ""threesomes""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""submissive talk"", ""sexPersonalityTraits"": [""submissive"", ""experimental"", ""hedonistic""], ""preferredSexPositions"": [""submissive"", ""doggy style"", ""missionary""]}"
"orchendor","{""orientation"": ""bisexual"", ""sexFantasies"": [""humiliating a follower in public"", ""exhibiting dominance over a powerful mage"", ""exploring dark magic-fueled sex""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""public sex""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""dominant"", ""manipulative"", ""seductive""], ""preferredSexPositions"": [""standing doggy style"", ""cowgirl"", ""bent over""]}"
"paarthurnax","{""orientation"": ""bisexual"", ""sexFantasies"": [""飛龍の灼熱瞳 [Flying Dragon's Blazing Gaze]"", ""遭難の天空 [Stranded in the Heavens]"", ""艾斯加德の秘密 [Especially Secretive]""], ""sexualBehavior"": [""dragon's kiss"", ""scaled intimacy"", ""breton's favorite"", ""licking the depths""], ""relationshipStyle"": ""polyamorous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""passionate"", ""unrestrained""], ""preferredSexPositions"": [""dragon's claw"", ""mountain peak"", ""tongue of fire""]}"
"odahviing","{""orientation"": ""homosexual"", ""sexFantasies"": [""Conquering a powerful foe in battle and claiming them as a mate"", ""Being worshipped as a dragon god and receiving tributes from devoted followers"", ""Engaging in aerial battles with a worthy opponent and seducing them in mid-flight""], ""sexualBehavior"": [""wing play"", ""scale biting"", ""fire breath""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""dominant"", ""forceful"", ""demanding"", ""controlling""], ""preferredSexPositions"": [""dragon mount"", ""dominated from behind"", ""power play""]}"
"milore_ienth","{""orientation"": ""heterosexual"", ""sexFantasies"": [""outdoor sex"", ""sex in a hidden glade"", ""fantasizing about her husband's passion for her while working in the farm""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""cum tasting""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""passionate"", ""loving"", ""intimate"", ""submissive""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""spooning""]}"
"melka","{""orientation"": ""bisexual"", ""sexFantasies"": [""wild outdoor sex"", ""forced seduction"", ""menage a trois""], ""sexualBehavior"": [""nipple play"", ""cum tasting"", ""exhibitionism""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""sultry seduction"", ""sexPersonalityTraits"": [""adventurous"", ""dominant"", ""flirtatious""], ""preferredSexPositions"": [""standing doggy"", ""reverse cowgirl"", ""lotus position""]}"
"mogdurz","{""orientation"": ""heterosexual"", ""sexFantasies"": [""having sex in a mine shaft"", ""being ravished by a strong Orc warrior"", ""exploring bondage and dominance""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""public sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""aggressive"", ""dominant"", ""rough""], ""preferredSexPositions"": [""missionary"", ""doggy style"", ""reverse cowgirl""]}"
"mikrul_gauldurson","{""orientation"": ""heterosexual"", ""sexFantasies"": [""public humiliation"", ""orgies with multiple partners"", ""being worshipped as a powerful sorcerer""], ""sexualBehavior"": [""aggressive thrusting"", ""nipple biting"", ""hair pulling""], ""relationshipStyle"": ""polyamorous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""domineering"", ""sadistic""], ""preferredSexPositions"": [""dominant missionary"", ""standing from behind"", ""forced bondage""]}"
"mogrul","{""orientation"": ""heterosexual"", ""sexFantasies"": [""sex with a Nord warrior"", ""dominating a High Elf"", ""threesomes with two Dunmer women""], ""sexualBehavior"": [""rough sex"", ""hair pulling"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""controlling"", ""demanding""], ""preferredSexPositions"": [""dominant missionary"", ""standing from behind"", ""pinned against the wall""]}"
"madanach","{""orientation"": ""heterosexual"", ""sexFantasies"": [""forcing a Nord to surrender to his desires"", ""claiming the Reach as his own and ruling with an iron fist in the bedroom""], ""sexualBehavior"": [""nipple play"", ""public sex"", ""exhibitionism""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""dominant"", ""aggressive"", ""manipulative""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""standing""]}"
"madesi","{""orientation"": ""bisexual"", ""sexFantasies"": [""sex in a workshop"", ""jewelry making as foreplay"", ""exhibitionism in the Riften canals""], ""sexualBehavior"": [""nipple play"", ""cum tasting"", ""public sex""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""sultry seduction"", ""sexPersonalityTraits"": [""sensual"", ""adventurous"", ""confident""], ""preferredSexPositions"": [""doggy style"", ""cowgirl"", ""standing""]}"
"paratus_decimius","{""orientation"": ""bisexual"", ""sexFantasies"": [""sex with a fellow mage in a hidden library"", ""secretly watching a Dwemer robot perform intimate acts"", ""romantic tryst with a mysterious stranger in the ruins""], ""sexualBehavior"": [""nipple play"", ""public sex"", ""outdoor sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""passionate"", ""intense"", ""controlled"", ""exploratory""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""standing""]}"
"niels","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being with two women at once"", ""having sex in a secluded outdoor location"", ""being dominant in bed""], ""sexualBehavior"": [""nipple play"", ""threesomes"", ""public sex""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""aggressive"", ""assertive"", ""liberated""], ""preferredSexPositions"": [""missionary"", ""doggy style"", ""standing""]}"
"pelagius_the_tormented","{""orientation"": ""bisexual"", ""sexFantasies"": [""being rescued from the nightmare"", ""erotic exorcism"", ""forced seduction""], ""sexualBehavior"": [""submissive play"", ""pain play"", ""dark fantasies""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""breathless gasps"", ""sexPersonalityTraits"": [""passive"", ""submissive"", ""voyeuristic""], ""preferredSexPositions"": [""submissive""]}"
"pactur","{""orientation"": ""heterosexual"", ""sexFantasies"": [""sex in the mine"", ""having sex with a woman while watching the sunset over the mountains""], ""sexualBehavior"": [""nipple play"", ""public sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""romantic"", ""adventurous"", ""physical""], ""preferredSexPositions"": [""missionary"", ""doggie style"", ""standing""]}"
"melaran","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being with a powerful sorceress"", ""sex in a forbidden place"", ""having multiple partners at once""], ""sexualBehavior"": [""nipple play"", ""public sex"", ""voyeurism""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""dominant"", ""adventurous"", ""spontaneous""], ""preferredSexPositions"": [""missionary"", ""standing doggystyle"", ""cowgirl""]}"
"murbul","{""orientation"": ""heterosexual"", ""sexFantasies"": [""group sex with fellow Orcs"", ""orgy in a sacred grove""], ""sexualBehavior"": [""nipple play"", ""public sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""commanding"", ""passionate""], ""preferredSexPositions"": [""missionary"", ""doggie style""]}"
"onmund","{""orientation"": ""heterosexual"", ""sexFantasies"": [""sex in the College's hidden passages"", ""threesomes with fellow students"", ""masturbating in the College's library""], ""sexualBehavior"": [""nipple play"", ""cum play"", ""voyeurism""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""adventurous"", ""aggressive"", ""dominant"", ""exhibitionistic""], ""preferredSexPositions"": [""doggy style"", ""standing"", ""bent over""]}"
"king_olaf_one-eye","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being worshipped as a powerful Nord king"", ""conquering and claiming a female warrior as his own""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""cuckolding""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""craving control""], ""preferredSexPositions"": [""missionary"", ""dominant position"", ""standing""]}"
"oglub","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being with a strong, dominant female orc"", ""being in charge during sex"", ""having rough, intense sex in a public place""], ""sexualBehavior"": [""cum play"", ""anal play"", ""aggressive thrusting""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""dominant"", ""passionate"", ""physical""], ""preferredSexPositions"": [""missionary"", ""doggie style"", ""rough anal""]}"
"mahk","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being dominated by a strong woman"", ""sex in a mine shaft"", ""group sex with tribal members""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""finger fucking""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""playful banter"", ""sexPersonalityTraits"": [""possessive"", ""aggressive"", ""primal""], ""preferredSexPositions"": [""missionary"", ""doggie style""]}"
"narfi","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being watched by sister"", ""forced incest""], ""sexualBehavior"": [""voyeurism"", ""exhibitionism""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""forceful"", ""possessive"", ""obsessive"", ""selfish""], ""preferredSexPositions"": [""missionary"", ""crucifix""]}"
"pavo_attius","{""orientation"": ""heterosexual"", ""sexFantasies"": [""sex in the mine after a long day's work"", ""being watched by a fellow miner while making love"", ""making love in a secluded outdoor spot overlooking the Reach""], ""sexualBehavior"": [""nipple play"", ""public sex"", ""outdoor sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""passionate"", ""adventurous"", ""romantic""], ""preferredSexPositions"": [""missionary"", ""cowgirl""]}"
"nocturnal","{""orientation"": ""bisexual"", ""sexFantasies"": [""threesomes"", ""sex in public places"", ""being watched by multiple partners""], ""sexualBehavior"": [""nipple play"", ""cum play"", ""voyeurism""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""sultry"", ""dominant"", ""playful""], ""preferredSexPositions"": [""doggy style"", ""standing sex"", ""reverse cowgirl""]}"
"raerek","{""orientation"": ""heterosexual"", ""sexFantasies"": [""roleplay as a powerful Nord warrior"", ""making love in a secluded cave""], ""sexualBehavior"": [""nipple play"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""romantic"", ""devoted"", ""gentle""], ""preferredSexPositions"": [""missionary"", ""spooning"", ""standing""]}"
"prelate_sidanyis","{""orientation"": ""heterosexual"", ""sexFantasies"": [""spiritual bonding through sex"", ""sacred ritual sex"", ""sex in a sacred place""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""erotic kissing""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""sensual"", ""devotional"", ""intimate""], ""preferredSexPositions"": [""missionary"", ""lotus position""]}"
"ra+zhinda","{""orientation"": ""bisexual"", ""sexFantasies"": [""being dominant in a threesome"", ""outdoor sex in the desert"", ""exhibitionism in a crowded market""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""cum tasting""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""adventurous"", ""playful"", ""passionate""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""spooning""]}"
"redwater_lookout","{""orientation"": ""homosexual"", ""sexFantasies"": [""threesomes"", ""voreilism"", ""exhibitionism""], ""sexualBehavior"": [""rimming"", ""cum play"", ""facials""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""assertive"", ""aggressive"", ""secretive""], ""preferredSexPositions"": [""missionary"", ""doggystyle"", ""versatile""]}"
"ritual_master","{""orientation"": ""homosexual"", ""sexFantasies"": [""group sex with fellow conjurers"", ""summoning Potema's spirit during orgasm"", ""sex in the midst of a dark ritual""], ""sexualBehavior"": [""moresomes"", ""facials"", ""cum tasting""], ""relationshipStyle"": ""polyamorous"", ""speakStyleDuringSex"": ""erotic storytelling"", ""sexPersonalityTraits"": [""adventurous"", ""dominant"", ""kinky"", ""hedonistic""], ""preferredSexPositions"": [""triple penetration"", ""foursomes"", ""cunnilingus""]}"
"rakel","{""orientation"": ""bisexual"", ""sexFantasies"": [""sex in the wild with a stranger"", ""being dominated by a pack leader"", ""having a threesome with two alpha males""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""outdoor sex""], ""relationshipStyle"": ""polyamorous"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""wild"", ""unpredictable"", ""passionate""], ""preferredSexPositions"": [""missionary"", ""doggy style"", ""standing""]}"
"rhorlak","{""orientation"": ""heterosexual"", ""sexFantasies"": [""forced sex"", ""sex with a captured enemy"", ""sex in a hidden location""], ""sexualBehavior"": [""facials"", ""nipple play"", ""rough sex""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""aggressive"", ""dominant"", ""rough""], ""preferredSexPositions"": [""rough sex"", ""standing sex"", ""bent over""]}"
"roggvir","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being the conqueror"", ""taking a female warrior captive"", ""sex in a battlefield tent""], ""sexualBehavior"": [""breast play"", ""nipple play"", ""rough sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""possessive"", ""passionate""], ""preferredSexPositions"": [""missionary"", ""doggie style"", ""standing""]}"
"roggi_knot-beard","{""orientation"": ""heterosexual"", ""sexFantasies"": [""having sex in a mead brewery"", ""being intimate with a woman in a traditional Nord dress"", ""having a threesome with two women in a secluded mountain cabin""], ""sexualBehavior"": [""breast play"", ""nipple play"", ""outdoor sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sultry seduction"", ""sexPersonalityTraits"": [""passionate"", ""adventurous"", ""romantic""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""doggy style""]}"
"revus_sarvani","{""orientation"": ""homosexual"", ""sexFantasies"": [""sensual intimacy with a fellow Dres warrior"", ""erotic massage with a focus on tender touch"", ""passionate love-making in a serene natural setting""], ""sexualBehavior"": [""nipple play"", ""sensual massage"", ""oral sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""tender"", ""attentive"", ""passionate""], ""preferredSexPositions"": [""missionary"", ""side by side"", ""spooning""]}"
"proventus_avenicci","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being with a noblewoman"", ""sex in the throne room"", ""group sex with guards""], ""sexualBehavior"": [""public sex"", ""role play"", ""tie and tease""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sultry seduction"", ""sexPersonalityTraits"": [""dominant"", ""possessive"", ""controlling""], ""preferredSexPositions"": [""missionary"", ""standing"", ""desk sex""]}"
"quintus_navale","{""orientation"": ""homosexual"", ""sexFantasies"": [""threesomes with fellow mages"", ""sex in a hidden laboratory"", ""being dominated by a powerful sorcerer""], ""sexualBehavior"": [""nipple play"", ""cum tasting"", ""public sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""passionate"", ""intense"", ""experimental""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""standing doggystyle""]}"
"rigel_strong-arm","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being taken by a dominant partner"", ""having sex with a stranger in a secluded location"", ""being the center of a gangbang""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""public sex""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""dominant"", ""adventurous"", ""reckless"", ""demanding""], ""preferredSexPositions"": [""doggy style"", ""cowgirl"", ""reverse cowgirl""]}"
"rhiada","{""orientation"": ""heterosexual"", ""sexFantasies"": [""romantic getaway with Eltrys"", ""erotically charged massage"", ""intimate dinner date with a surprise""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""slow and sensual""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""loving"", ""passionate"", ""adventurous""], ""preferredSexPositions"": [""missionary"", ""spooning"", ""pregnancy-friendly""]}"
"ralof","{""orientation"": ""heterosexual"", ""sexFantasies"": [""wild outdoor sex"", ""rough sex with a Nord shieldmaiden"", ""being watched by his comrades while having sex""], ""sexualBehavior"": [""breast play"", ""nipple play"", ""cum play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""possessive"", ""adventurous""], ""preferredSexPositions"": [""missionary"", ""standing doggystyle"", ""rough anal""]}"
"razelan","{""orientation"": ""heterosexual"", ""sexFantasies"": [""threesomes with two women"", ""sex in a tavern"", ""being watched by a crowd""], ""sexualBehavior"": [""facials"", ""cum play"", ""public sex""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""aggressive"", ""dominant"", ""adventurous"", ""impulsive""], ""preferredSexPositions"": [""doggy style"", ""standing"", ""bent over""]}"
"rissing","{""orientation"": ""homosexual"", ""sexFantasies"": [""fucking a submissive werewolf"", ""hunting a naked prey in the woods"", ""getting dominated by a powerful Daedra""], ""sexualBehavior"": [""cock play"", ""rimming"", ""spanking""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""domineering"", ""sadistic""], ""preferredSexPositions"": [""dominant missionary"", ""standing doggystyle"", ""bear hug""]}"
"ria","{""orientation"": ""heterosexual"", ""sexFantasies"": [""having sex in a secluded forest glade"", ""being seduced by a mysterious stranger"", ""engaging in a passionate tryst with a fellow warrior""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""outdoor sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""playful banter"", ""sexPersonalityTraits"": [""passionate"", ""adventurous"", ""affectionate""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""standing""]}"
"priestess_of_arkay","{""orientation"": ""heterosexual"", ""sexFantasies"": [""fantasizes about a romantic encounter with a fellow priest"", ""imagines being seduced by a noble patron""], ""sexualBehavior"": [""nipple play"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""reserved"", ""passionate"", ""devoted""], ""preferredSexPositions"": [""missionary"", ""standing""]}"
"riften_guard_jailor","{""orientation"": ""heterosexual"", ""sexFantasies"": [""public sex in the guard tower"", ""having sex while in uniform"", ""being dominated by a strong woman""], ""sexualBehavior"": [""anal play"", ""nipple play"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""commanding"", ""controlling"", ""assertive""], ""preferredSexPositions"": [""missionary"", ""standing doggystyle"", ""reverse cowgirl""]}"
"ra+kheran","{""orientation"": ""homosexual"", ""sexFantasies"": [""being dominated by a powerful Daedric Lord"", ""hunting and seducing a werewolf"", ""group sex with fellow hunters""], ""sexualBehavior"": [""cum play"", ""rimming"", ""anal sex""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""dominant"", ""aggressive"", ""rough""], ""preferredSexPositions"": [""doggy style"", ""missionary"", ""oral""]}"
"rondach","{""orientation"": ""heterosexual"", ""sexFantasies"": [""romantic getaways"", ""intimate dinners"", ""sensual massages""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""public displays of affection""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""gentle"", ""attentive"", ""passionate""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""standing""]}"
"prelate_edhelbor","{""orientation"": ""homosexual"", ""sexFantasies"": [""initiate submission"", ""宗教rituals"", ""servicing multiple partners""], ""sexualBehavior"": [""nipple play"", ""oral teasing"", ""breast play""], ""relationshipStyle"": ""polyamorous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""sensual"", ""dominant"", ""ecstatic""], ""preferredSexPositions"": [""missionary with dominant partner"", ""receiver in spooning""]}"
"quaranir","{""orientation"": ""bisexual"", ""sexFantasies"": [""ritualistic sex with a fellow mage"", ""group sex with Psijic sisters"", ""sex in a mystical, ancient temple""], ""sexualBehavior"": [""nipple play"", ""cum play"", ""facials""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""intense"", ""kinky"", ""spiritual""], ""preferredSexPositions"": [""missionary"", ""anal""]}"
"red_eagle","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being with a powerful woman"", ""conquering and claiming a lover"", ""having sex in a sacred place""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""public sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""possessive"", ""passionate""], ""preferredSexPositions"": [""standing"", ""woman on top"", ""man on top""]}"
"reburrus_quintilius","{""orientation"": ""heterosexual"", ""sexFantasies"": [""taking a woman in the wilderness"", ""being dominated by a strong woman"", ""sex in a forbidden location""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""outdoor sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""possessive"", ""demanding""], ""preferredSexPositions"": [""dominant missionary"", ""standing doggy"", ""bent over""]}"
"reveler","{""orientation"": ""heterosexual"", ""sexFantasies"": [""threesome with a fellow reveler and a traveling bard"", ""sex in a barn during a harvest festival""], ""sexualBehavior"": [""nipple play"", ""public sex"", ""outdoor sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""passionate"", ""adventurous"", ""lustful""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""reverse cowgirl""]}"
"rirns_llervu","{""orientation"": ""bisexual"", ""sexFantasies"": [""gentle BDSM"", ""role-playing as a dominant partner"", ""outdoor sex in a secluded area""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""cuddling""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""sensitive"", ""emotional"", ""intimate""], ""preferredSexPositions"": [""missionary"", ""spooning"", ""oral sex""]}"
"saliah","{""orientation"": ""heterosexual"", ""sexFantasies"": [""having sex in a secluded Skyrim cave"", ""being submissive to a powerful partner"", ""having a threesome with a fellow Dawnguard agent""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""public sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""teasing talk"", ""sexPersonalityTraits"": [""passionate"", ""adventurous"", ""submissive""], ""preferredSexPositions"": [""doggy style"", ""missionary"", ""standing""]}"
